id,native,english,domain,subdomain,tense,dialect,dateCreated,createdBy
dk2w1dvtp,Abahingi bakozesa emiguha kuboha embuzi.,Farmers use ropes to tie goats.,AGR,AGR-LVS,Present,Rutooro,2026-02-20 14:49:32.055+00,mu7n2sm1v
dkcckbw7k,Empunu nibazitunga habyeyama mumalisizo agakira.,Pigs are reared for meat in most farms.,AGR,AGR-LVS,Present,Rutooro,2026-02-20 07:40:53.744+00,mu7n2sm1v
dmnxg3bc4,Kukora-bukora kuzara amagesa make omuburimi.,To work for the shake of it  brings  low yields in agriculture.,AGR,,,Rutooro,2026-02-24 10:30:55.188+00,6rp3pc92m
dmp3epnyz,Kutangira endwara bukyari kikusinga kujanjaba endwara.,Early prevention of diseases is better than curing diseases.,HLT,HLT-PRE,"Present ",Rutooro,2026-02-25 17:30:15.696+00,nus6yvak7
do3fdvn6u,Okutunga enchu kuteirwemu amani okwengera omuhendo gwe enchu ogukuturikibwa okwenyongeza.,Acquaculture is being promoted to increase fish production.,AGR,AGR-FSH,Present,Rutooro,2026-02-20 09:58:43.012+00,mu7n2sm1v
dqnbd7xon,Enjangu nikyo ekisoro ekyomumaka ekikara kiyonjo.,A cat is an ever clean domestic animal.,AGR,,,Rutooro,2026-02-24 12:01:17.915+00,6rp3pc92m
dryum65is,Nkagwagwana obu narugire omumusiri,I had a deep rest  after garden.,AGR,,,Rutooro,2026-02-24 10:09:41.524+00,6rp3pc92m
dudt7xjea,"Omubazi gw'omuswija kyo muda ka ciprofaxacin, Azithromycin, ceftriaxone bita omuswija gwomunda.","Antibiotic for typhoid such as ciprofloxacin, azithromycin, and ceftriaxone treats typhoid fever.",HLT,HLT-MOD,,Rutooro,2026-02-20 21:29:35.744+00,nus6yvak7
dun5s70zt,Banyoro Batooro kyomuziro kubyama nowanyoko.,In Bunyoro and Tooro to have sexual intercourse with a sister.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:56:16.295+00,ruom6sfi4
duye8ybqo,Eby'okutunda bingi muno omubutale,products are many in the market,ECO,,noun,Rutooro,2026-02-20 10:05:14.584+00,lpys3ifza
e0imciy2k,John arweire Kansa.,"John is suffering from cancer .
",HLT,,"Present ",Rutooro,2026-02-26 10:11:36.601+00,nus6yvak7
e2wlf6ao9,Abantu basubura ebintu ebikwahukana,"People trade different products ",ECO,,,Rutooro,2026-02-20 10:41:25.191+00,lpys3ifza
ebzako22c,Omusaija tabyama na Nyin'enkuru,A man is prohibited to have sexual intercourse with the Grand Mother.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 09:15:52.822+00,ruom6sfi4
efew30tpa,ekibwegurra kisisa  ebikora byebirimwa.,Caterpillars destroy crop leaves.,AGR,,,Rutooro,2026-02-24 10:46:05.341+00,6rp3pc92m
eh2ehusoi,Omwani kiri ekirimwa eki balima habwokutunda kwonka.,Coffe is a cash crop.,AGR,AGR-CRP,present,Rutooro,2026-02-21 08:54:35.074+00,mu7n2sm1v
ennm9g6g6,Singa eziku aba etaijajabirwe ekusobora kuretaho butazara Omubakazi hamu n'abasaija.,"When Gonorrhea is untreated, it can causes serious implications like infertility.",HLT,,"Present ",Rutooro,2026-02-26 21:53:27.142+00,nus6yvak7
espifb4na,kenya na bunyoro bakozire endagaano y'ebyokusuburrana,Kenya and Uganda have made their trade agreement,ECO,,,Rutooro,2026-02-24 10:01:48.532+00,lpys3ifza
eunt29mfb,Jane annabirege engaro ze na'amaguru atakatahire omunju yenkoko.,Jane washed her hands and feet before entering in a poultry house.,AGR,,,Rutooro,2026-02-24 09:42:45.114+00,6rp3pc92m
f0ttzj9f3,Manyire kusibika enjoki.,I know know bee keeping,AGR,,,Rutooro,2026-02-24 09:25:27.54+00,6rp3pc92m
f3ywnnxye,Emu hante zange ezairege ekyana kifire,One of my cows given birth to a dead calf.,AGR,,,Rutooro,2026-02-24 12:30:54.308+00,6rp3pc92m
f7g30u1ks,Nkwenda kurya akame ako kiro kinu.,I want to eat that rabbit today.,AGR,,,Rutooro,2026-02-24 11:54:57.387+00,6rp3pc92m
fbz3nlodq,Emihendo y'esimu ekusoboka h'itundiro lya Mariya,"Prices of phones at mariy shop are affordable ",ECO,,,Rutooro,2026-02-20 15:28:46.724+00,lpys3ifza
fcxg41a95,Eby'obusubuzi binaho okusingangana omumirimu yabu,Businesses have a competitve advantage in their operations,ECO,,,Rutooro,2026-02-24 12:33:54.341+00,lpys3ifza
fiequ7xi3,Abasubuzi ba kyaka baina emigabo omukatale ka kyaka,"Kyaka traders have shares in kyaka market ",ECO,,,Rutooro,2026-02-20 12:31:36.519+00,lpys3ifza
fjhta9yp4,Turakita elima emisiri emikooto.,A tractor ploughs large gardens.,AGR,AGR-TOO,present,Rutooro,2026-02-21 07:27:53.046+00,mu7n2sm1v
flgf3rfeo,Omuyaga gw'amani guteire akaniara k'agwa hansi.,Strong wind brew and a malnourished bunch of banana fallen down.,AGR,,,Rutooro,2026-02-24 10:03:05.162+00,6rp3pc92m
fr6gtzhut,Entaama bisoro ebine engeso.,Sheeps are well behaved animals.,AGR,,,Rutooro,2026-02-24 11:56:49.727+00,6rp3pc92m
fsd3w9pgw,Ebihimba ebiyabyaire sabiti ehoire byarukire ira.,The beans i planted last week have already germinated.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 07:00:50.507+00,mu7n2sm1v
fveoz5pzy,Abantu abakara bakozesaaga abutale obw'omukyaro kuhingisaniza ebintu byabu,Poeple in the traditional used local markets to exchange their goods,ECO,,,Rutooro,2026-02-24 09:56:10.83+00,lpys3ifza
fyzlv46sp,Embarabara mu matungo kutangwa no kufuhirra.,Ticks in livestock can be controlled by spraying .,AGR,AGR-LVS,Present,Rutooro,2026-02-20 10:23:14.462+00,mu7n2sm1v
g4camfjpb,Empunu nizetaaga kulisibwa kurungi.,Pigs require proper feeding.,AGR,,Present,Rutooro,2026-02-20 17:19:32.598+00,mu7n2sm1v
g8m0dqdno,Omulirno gwokwahura ebintu ogurungi gu'tanga okusiisikara kw'ebimera.,Good storage prevents crop damage.,AGR,,present,Rutooro,2026-02-21 07:12:42.974+00,mu7n2sm1v
glmpar1eh,Itaka ery'omusenyi  tili'kwata amaizi kurungi.,Sandy soil does not hold water well.,AGR,AGR-LND,Present,Rutooro,2026-02-20 12:57:48.069+00,mu7n2sm1v
glvcn4rko,Nkagira ekirooto kuruga 2023.,I had a vision since 2023.,NAR,NAR-PER,Past.,Rutooro,2026-02-24 04:58:29.302+00,7ldvwi8jh
gmfdpix0t,"Ebijuma bwa akahuuka k'omunywerero (sirimu), bikendeza obuhuka bwa sirimu omumubiri.",RVS( Retroviral Suppressive Therapy) or ART ( Anti retroviral Therapy) reduces HIV/ADs virus in human body.,HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 21:17:04.699+00,nus6yvak7
gmkuhug9x,Amakorre g'emotoka gaina kusasura omusolo gwingi,"Can industries have to pay high taxes ",ECO,,,Rutooro,2026-02-24 07:25:10.376+00,lpys3ifza
gtxo5cr5r,Abantu tibakusasura omusolo,"People are not paying their taxes ",ECO,,"Verb ",Rutooro,2026-02-20 10:38:31.027+00,lpys3ifza
gu0s877bn,ekibwegurra kisisa  ebikora byebirimwa.,Caterpillars destroy crop leaves.,AGR,,,Rutooro,2026-02-24 10:46:10.515+00,6rp3pc92m
gwn1typw1,Enkoko nibazitunga habwa amahuli n'enyama.,Chicken are kept for eggs and meat .,AGR,AGR-LVS,Present,Rutooro,2026-02-20 16:06:29.549+00,mu7n2sm1v
h0gl1m037,Emibu ereta omuswija omu bantu.,Mosquito spreads malaria to people.,HLT,,"Present ",Rutooro,2026-02-26 09:42:47.462+00,nus6yvak7
h0rvb304i,Akakora kubi kumubiiha ijo ngu aine enda.,"Yesterday did bad to myth him that she is pregnant. ",NAR,NAR-PER,Past.,Rutooro,2026-02-24 04:55:31.203+00,7ldvwi8jh
h20kavx2q,Akana k'akame katurukire aheru yenju yobumyo.,A kit is out of the hutch.,AGR,,,Rutooro,2026-02-24 12:46:07.963+00,6rp3pc92m
h2jvevfwo,"Ebikora by'omuyembe, ebikora bya ampera, emizi y'ekibirizi, obingaita musefuriya, n'omara nobitamu amazi, nomara n'obicuuba, bikumara kuuya, n'obinywa, bitaba omuswija.","Leaves of mango tree, leaves of guavas, and roots of bitter leaf, you mix it together in the saucespan, then you pour water on it, then you cook it, after getting ready, you drink it's results, it heals fever.",HLT,,,Rutooro,2026-02-20 11:57:02.53+00,nus6yvak7
h7ubd1ubl,Grace aina esente eziru kumara kutandikaho ikorre,"Grace has alot of capital to start up a factory ",ECO,,,Rutooro,2026-02-24 07:19:09.558+00,lpys3ifza
hcy7llrla,Enyaanya kiri kyokurorwaho ekyebirimwa ebikukura omubusumi buke.,Tomatoes are examples of annual crops.,AGR,,,Rutooro,2026-02-24 10:57:51.847+00,6rp3pc92m
hg2navhgj,Kyojo ahaireyo omutemwa kutaha omu ikorero eryo,"Kyojo has paid a subscription fee to enter into that company ",ECO,,,Rutooro,2026-02-21 11:44:38.631+00,lpys3ifza
hibm7tlu9,Bituhereza ebirisabyeitaka omumuringo gw'ebisa.,They produce manure in form of dung.,AGR,,,Rutooro,2026-02-24 13:01:30.526+00,6rp3pc92m
hq06iz05x,Kusubulira ha mukutu gwa kalimagezi guyamba abasubuzi kukendeza ebisale by'endubata,Online trading helps traders reduce on transportation fee,ECO,,,Rutooro,2026-02-20 11:55:08.366+00,lpys3ifza
hujm5m51i,Esente za Uganda zigwire omuhendo biro binu,"Uganda shillings has no value now days ",ECO,,,Rutooro,2026-02-24 06:49:21.961+00,lpys3ifza
hxombq1l4,"Abarimi obubamaririza kusaha ekisaka, barima hokubyara.","After bush clearing ,farmers cultivate land.",,,,Rutooro,2026-02-24 08:41:12.009+00,6rp3pc92m
hy1hukyu8,"Kukebera omu mubiri n'e byoma byo mulembe. Kukozesa x-ray, CT scan, MRI scan, n'ultrasound okukebera n'okumanya oburwaire by'omunda omu mubiri hataroho okusemeza.","Medical imaging technology. Use of x-rays, CT scans, MRI scans, and ultrasound to diagnose internal conditions without surgery.",HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 17:23:50.233+00,nus6yvak7
hzh2t1t9r,Kahira hamu na John bahingisaniza eby'obusubuzi byabu,"Kahira and John do barter trade ",ECO,,,Rutooro,2026-02-21 11:39:45.106+00,lpys3ifza
i53cvejy1,"Kwokya Omwana omuto, kumuretera kukura kurungi omu mubiri, Kandi Omwana ogwo, aba   namagezi omumisomo ye.","Breast feeding of the child by their mother, help the child to grow well and it also help the child to have knowledge during education studies.",HLT,HLT-NUT,,Rutooro,2026-02-20 13:14:19.228+00,nus6yvak7
i58omje62,"Ebikuretenza obulema nibyo binu nka obutandwa, endwara, kwikara omukikweka ekirimu ebikutoka, etabuka omumaka, enyikara ebi ey'okubonabona, kusikira  obulema omu bazaire bawe, omu bwire bw'okuzara omwana , nebindi nebindi.","Causes of disability are accident, diseases, long term exposure to noisy environment, domestic violence, traumatized condition, genetics, by birthday, and others.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-25 13:01:48.606+00,nus6yvak7
id7ef3g9v,Okukozesa Omubazi ly'okwita obuhuka (antibiotics). Nk'okukozesa penicillin kujanjaba endwara ezireetwa obuhuka nka nyamunywa (pneumonia).,Antibiotic treatment. Use of antibiotics like penicillin to treat bacterial infections such as pneumonia or tuberculosis.,HLT,HLT-MOD,,Rutooro,2026-02-20 15:04:14.641+00,nus6yvak7
iocm65zo1,Kurima obutuzi kukira kukorebwa muno mubicweka ebikurakuraine.,Mushroom growing is highly practiced in urban centers.,AGR,,,Rutooro,2026-02-24 11:04:27.363+00,6rp3pc92m
iocztrknc,Okurorera omuntu kurungi hari hahi kuufa.,End life care.,HLT,,"Present ",Rutooro,2026-02-26 10:36:32.308+00,nus6yvak7
ioowgxx4e,Omukazi tatera kyooya.,whitling is  a Taboo to women.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:09:36.345+00,ruom6sfi4
isjjmjovq,Endwaire enkororo.,Am suffering from cough.,HLT,,"Present ",Rutooro,2026-02-26 09:22:44.432+00,nus6yvak7
itvcofyrq,Embarabara mu matungo kutangwa no kufuhirra.,Ticks in livestock can be controlled by spraying .,AGR,AGR-LVS,Present,Rutooro,2026-02-20 10:23:24.489+00,mu7n2sm1v
izcz5p8ej,Emere ye birisa ekuha amani.,Balanced diet gives energy.,HLT,HLT-NUT," Present ",Rutooro,2026-02-26 22:10:18.449+00,nus6yvak7
j0a9flr0z,Encu nibazuhura omuli ekiijongo.,Fish is kept in ponds.,AGR,AGR-FSH,present,Rutooro,2026-02-21 06:17:23.572+00,mu7n2sm1v
j1ubqds84,Nkuja kurora omusaho webisoro kiro kinu.,"I will see a veterinarian today. ",AGR,,,Rutooro,2026-02-24 09:35:21.97+00,6rp3pc92m
j9bjuroxw,Oburungi bw'ekintu bukiha okusinga hali ekindi,Quality gives a competitive advantage to another product,ECO,,,Rutooro,2026-02-24 12:35:24.451+00,lpys3ifza
j9v7jh4od,Ekyanda ki'keehya kuturukya kwebimera.,Drought reduces crop production.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 14:20:47.346+00,mu7n2sm1v
jay6y330l,"Nimmumanya, petero ali musibiki murungi webisoro.","I know him, peter is a good live stock farmer.",AGR,,,Rutooro,2026-02-24 09:38:56.186+00,6rp3pc92m
jdit091uv,Haroho obwinganiza hagati y'ebyobusuzi n'eby'obulimi,"There is an equilibrium between trade and agriculture ",ECO,,,Rutooro,2026-02-20 12:28:40.495+00,lpys3ifza
jhr31u0a1,Ebimera bigesebwa bikuzire.,Crops are harvested when mature.,AGR,AGR-CRP,present,Rutooro,2026-02-21 06:53:24.398+00,mu7n2sm1v
jhzs57mux,"Mukene, otamu amazi gaiji omusefuriya, n'omara n'obicuuba, n'otamu ekisura, bikumara kuuya, n'orya, nohuuta suupu yayo bitaba oruseru.","Silver fish, you pour water too much water in the saucespan, then you cook it, after getting ready, you eat the silver fish and drink it's soup, it heals measles.",HLT,HLT-NUT,,Rutooro,2026-02-20 12:16:13.731+00,nus6yvak7
jj5x42od1,Omusaija tabyama na Mukamwana.,Men are prohibited to have sexual intercourse with daughter in Law.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 09:23:57.665+00,ruom6sfi4
jkfldne38,Kaliisa aina abikozeso ebikumara kutandikaho eby'obusubuzi,"Kaliisa has enough assets to startup a business ",ECO,,,Rutooro,2026-02-21 09:07:12.361+00,lpys3ifza
jld9suzbk,Ebijuma.,Tablet.,HLT,,"Present ",Rutooro,2026-02-26 09:10:54.631+00,nus6yvak7
jngc7el06,"Ebika bye ebisobere amubiri niyo Fisiko, sesary, mento, kuroniko, koginitivu, kuroniko mento ebisobere amubiri.","Types of disabilities are sensory , physical , mental disability, cognitive and chronical mental disability.",HLT,,"Past ",Rutooro,2026-02-23 09:24:35.877+00,nus6yvak7
jpcmfh4wv,Enyana yange tingisangireyoga omurugo.,I did not find my heifer in the kraal.,AGR,,,Rutooro,2026-02-24 12:04:53.322+00,6rp3pc92m
jte3c4c4o,"Maria akakebenza akahuuka k'omunywerero (Sirimu) omwirwariro, omusaho yamugamba nkusagire oine akahuuka k'omunywerero (sirimu).","Mary tested for HIV/AIDs in the hospital, and the doctor told her, I found out when you have HIV/AIDs positive.",HLT,,"Present ",Rutooro,2026-02-26 07:05:08.462+00,nus6yvak7
k25fa47cm,"Oburorwaho obw'eziku Omubakazi nibyo binu; kurunganyo amaizi agakwisana amata gafiire Omubakazi, kurumwa n'onyara, kurumwa omuseke.","Signs and symptoms of Gonorrhea in women are vaginal discharge, painful urinating, palvic pain.",HLT,,"Present ",Rutooro,2026-02-26 21:48:33.495+00,nus6yvak7
k3chmdq9t,Abarimi batandika nibasaha ekisaka obubaba nibatekaniza hokubyara ebirimwa byabyu,farmers starts by bush clearing during garden preparation for crop planting,AGR,,,Rutooro,2026-02-24 08:37:47.817+00,6rp3pc92m
k3vvuv2nr,Itundiro lya Sarah linamu ebintu bingi,"Sarah's business has enough inventory ",ECO,,,Rutooro,2026-02-21 09:15:50.613+00,lpys3ifza
k3yyx2cyz,"Ebika bye ebisobere amubiri ebitari byangu kubirora nibyo nka mento ebisobere amubiri, kuroniko ebisobere amubiri, sensary ebisobere amubiri, nurogiko ebisobere amubiri na kogunitivu.","Types of hidden disability are mental health disability, chronic health disability, sensory disability, neulogical and cognitive disability.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 07:56:22.141+00,nus6yvak7
kazkv9myj,Enju y'obume enu nke kusigikirra hamuhendo gw'obume nyina.,That hutch is small compared to the number of rabbits i have.,AGR,,,Rutooro,2026-02-24 12:48:55.205+00,6rp3pc92m
kbf23srih,Emiti i'tanga kusenda omugezi.,Trees prevent soil erosion.,AGR,AGR-LND,Present,Rutooro,2026-02-20 13:41:15.879+00,mu7n2sm1v
kfwk5seda,"Omuringo ogwo kutangira akahuuka k'omunywerero (sirimu) nibyo binu; kwerida otakwegaita omubikorwa by'obwezi, kukozesa kondomu, okwesingagana omubaswezi, kwekebeza burikaire omwirwaro hari abakazi abaine enda, kurekaho kukozesa egirita, ebikwaso, ekinzo abantu babiri rundi bahigwire babiri, kutera omuranga ha radio, Tv nibengesa abantu ebikureterenza oburwaire bya akahuuka k'omunywerero (sirimu), n'omuringo gwo kwerida kutunga akahuuka k'omunywerero, n'emiringo endi.","Prevention of HIV/AIDS are abstain from sex, using condom, faithfulness among the married couples, avoid sharing sharp instruments, caring out maternity check-up among the pregnant woman, sensitization among people through radio by telling them about the causes and measures of HIV/AIDs, and others.",HLT,HLT-PRE,"Present ",Rutooro,2026-02-26 09:04:29.174+00,nus6yvak7
kgfk4kbs5,Kunnogorora ebinyoobwa murimo murungi gw'okuhumuriraho.,Plucking ground nuts can be a good passive leisure  activity.,AGR,,,Rutooro,2026-02-24 09:46:04.796+00,6rp3pc92m
ki4va8qy7,"Omu by'obusubuzi hamu n'obulumi,entahya ekwiganaigana hamu n'enturukya","In trade and agriculture, the income is equal to expenses ",ECO,,,Rutooro,2026-02-22 13:00:51.966+00,lpys3ifza
kju1rphy8,Murungi akagobesa muno kuruga omu sente ayahwire omu ibwekero,Murungi got alot of interests from his money he kept in the bank,ECO,,,Rutooro,2026-02-20 12:23:04.518+00,lpys3ifza
kkbyoxut1,Naaba egaro otakarire emere.,Wash hands before eating food.,HLT,HLT-PRE," Present ",Rutooro,2026-02-26 22:05:13.635+00,nus6yvak7
krplq21gc,Peter arwaire eziku.,Peter is suffering from Gonorrhea.,HLT,,"Present ",Rutooro,2026-02-26 21:24:55.799+00,nus6yvak7
kw0ojhon7,Bihereza emirimo abantu  nka abahuma.,Source of employment opportunity  to people like herds man.,AGR,,,Rutooro,2026-02-24 13:13:08.369+00,6rp3pc92m
ky5znh26p,"Ebipapi by'omugoro, ebigaisire n'orwihura, n'omara nibita musefuriya, notamu amaizi, n'omara n'obicumba, bikumara kuuya n'obinywa, n'omara n'obinaba omubiri gwona bitaba kabwotongo.","Chopped pieces of steudner's dragon tree and momordica Foetida you mix it in the saucespan, then you pour water on it, then you cook it, after getting ready, you drink it's results, and also bath it's results the whole body, it heals syphilis.",HLT,HLT-TRA,"Present ",Rutooro,2026-02-20 14:35:41.393+00,nus6yvak7
kz6bo340n,Haroho okubaganizaamu kw'itungu omubantu,There is resource sharing among people,ECO,,,Rutooro,2026-02-24 10:06:45.785+00,lpys3ifza
l351ortt0,Ebirimwa obubimera birugireyo omwitaka bijubibwa.,"After seeds have germinated and grown , farmers weed the crops.",,,,Rutooro,2026-02-24 08:51:52.428+00,6rp3pc92m
l42mp1q6r,Enjangu eyo ezaire ebyana bisatu.,That cat given birth to three kittens.,AGR,,,Rutooro,2026-02-24 12:28:24.4+00,6rp3pc92m
lfaieuqoa,Ebisoro guli gumo hamihanda y'ebyentaya habarimi abakusibika ebisoro byokutunda.,Source of income to farmers who keep live stock for commercial purposes .,AGR,,,Rutooro,2026-02-24 13:06:56.856+00,6rp3pc92m
lh8sx2wz2,Abasaija tibalya bihaha kakuba babirya baba batiini.,Men are prohibited to eat Lungs if they did they will be fearfull.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:14:37.562+00,ruom6sfi4
ljeifwhqd,Kato nakonera emiyembe yaye.,Kato is pruning his mango trees.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 06:47:22.249+00,mu7n2sm1v
lnbt0ls4k,Abantu abakara bakoraga eby'emikono kimu haby'entahya yabu,Elderly used to do craft trade as their main economic activity,ECO,,,Rutooro,2026-02-24 09:59:32.226+00,lpys3ifza
lp2nq2i3j,Ogu aba murangi mukanisa ya kireega.,That is a prophet in Kireega church.,NAR,NAR-PER,Present,Rutooro,2026-02-24 04:50:52.598+00,7ldvwi8jh
lpu9jxrn7,Erwaro rya gavumenti.,Government hospital.,HLT,,"Present ",Rutooro,2026-02-26 09:08:05.985+00,nus6yvak7
lrzgnmnwg,Empunu eyo ezaire ebyana ikumi nabibiri.,That sow given birth to twelve piglets.,AGR,,,Rutooro,2026-02-24 12:40:38.035+00,6rp3pc92m
lt3ezdhsh,Emu hante zange ezairege ekyana kifire,One of my cows given birth to a dead calf.,AGR,,,Rutooro,2026-02-24 12:30:53.901+00,6rp3pc92m
lwbu5sxdp,"Okurorera endwara ez'akire karaira ( chronic diseases). Okurorera endwara ez'akire karaira ka sukari ( diabetes), puleesa ( hypertension), na asima ( asthma), enjajabwa emibazi eya amani muno, kandi nokukebera kwaburiijo.","Chronic diseases management. Long-term treatment plans for conditions like diabetes, hypertension, and asthma using prescribed medication and monitoring system.",HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 16:08:01.385+00,nus6yvak7
lwqfcgqyx,Omeprazole ejaijaba harusaazi.,Omeprazole is used to treat acid reflux or ulcers.,HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 21:12:11.682+00,nus6yvak7
lxtdor1z6,"Ebikureterenza oburwaire bya kahuuka k'omunywerero (sirimu), nibyo binu kweswera n'omukazi rundi omusaija aine akahuuka k'omunywerero mutakozeseze kodomu, kukozesa ekikwaso, ekiizo, ejirita bantu babiri rundi bahigwire babiri, obwire bw'okuzara Omwana, obutadwa, nebindi nebindi.""","Causes of HIV/AIDs are playing unprotected sex with an effected person, sharing sharp instruments, by birth, during accident and others.",HLT,,"Present ",Rutooro,2026-02-26 08:49:08.906+00,nus6yvak7
m40sp4llc,Okulisa kurungi kwongereza kuturukya kw'amata.,Good feeding increases milk production.,AGR,AGR-LVS,present,Rutooro,2026-02-21 06:33:18.994+00,mu7n2sm1v
mf6hbpy61,Nyin'eka taikarra atiire amabega  Irembo.,Head of the family does not sit facing to the backyard.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 09:33:34.171+00,ruom6sfi4
mf8ngdejw,Ebirimwa ebimu nka muhogo ayetagisa kukendeza  ebiti ebiturukire omwitaka.,Some crops like cassava needs plunning to reduce on the number of cassava seedlings.,AGR,,,Rutooro,2026-02-24 09:07:51.039+00,6rp3pc92m
mg9u27erw,"Omubiro byaira muno, hakaba haloho omusezi hakyaro kyaitu ayayetororaga amaka goona.","Long long ago, there was a Sorcerer around our village who was rotating on all homes.",NAR,NAR-HIS,Past.,Rutooro,2026-02-24 04:28:32.385+00,7ldvwi8jh
mh8h8ja1y,Erwaro rye sente.,Private hospital.,HLT,,"Present ",Rutooro,2026-02-26 09:08:54.855+00,nus6yvak7
mkuhprkd3,Embarabara mu matungo kutangwa no kufuhirra.,Ticks in livestock can be controlled by spraying .,AGR,AGR-LVS,Present,Rutooro,2026-02-20 10:23:24.946+00,mu7n2sm1v
mkuwrdvgb,Gahwera aina obukugu omu by'obusubuzi,Gahwera has entrepreneurship skills in business operations,ECO,,,Rutooro,2026-02-24 07:40:12.947+00,lpys3ifza
mlfd19y4a,Okuza amatungo kuleeta entahya hali omuhingi.,Livestock rearing brings income to the farmer.,AGR,AGR-LVS,Present,Rutooro,2026-02-20 13:30:49.543+00,mu7n2sm1v
mn7v0ijll,Turakita bazikozesa kulima.,Tractors are used for ploughing.,AGR,AGR-TOO,Present,Rutooro,2026-02-20 13:04:51.153+00,mu7n2sm1v
mxxqtjpe5,"Kwerarikira muno. Ni ndwara y'embeera y'omutima ekikuru muno eretera omuntu kugira okweraliikira, n'okwetuntura okutahwaho, kuburwa okusemererwa n'okungonza kw'ebintu, kungira obunafu, hamu n'okugumirwa omu kutekereza n'okuteekaho omutima.","Depression. It is serious mood disorder that cause persistent feelings of hopeless, loss of interest, fatigue, and difficulty in concentration.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 09:26:21.094+00,nus6yvak7
n3pizv069,Emisolo ehinguraine,"Taxes are so high ",ECO,,Noun,Rutooro,2026-02-20 10:34:56.405+00,lpys3ifza
n4gtk7hp0,Hyoscine etaba kurumwa omuda obweire bwo mukwezi omu bakazi.,Hyoscine is used to treat cramps in ladies during their menstruation period.,HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 21:08:48.364+00,nus6yvak7
n9meuc8mt,abasubuzi balinda bata abaguzi babu,Hoe do businesses maintain customer retention,ECO,,,Rutooro,2026-02-24 12:22:56.728+00,lpys3ifza
nabrolrcf,Enzorra y'akatale y'omugazo muno omukutandikaho eby'obusubuzi,market segmentation is very important while startingup a business,ECO,,,Rutooro,2026-02-24 07:33:42.095+00,lpys3ifza
nkhaaty9m,Kukebera omuswija gw'emibu.,Malaria test.,HLT,,"Present ",Rutooro,2026-02-26 11:26:36.677+00,nus6yvak7
no7v3xwa,"Mento ekika ky'ebisobere amubiri ebitari byangu kurorebwa abantu abandi. Ebwokurorerwaho nibyo binu; kwerarikira muno, kutekereza muno, kwikara n'ojukira ekiibi ekikubaireho omu bwomezi byawe rundi ekiibi ekibaireho abantu abandi, n'okwikara n'ofuna ebitekerezo bingi muno hakizibu ekyakubaireho omubwomezi byawe, n'okuba otaine eyikara edungi omu mubiri gwawe.","Mental health disability. It affects individual emotionally, psychologically, and social well being. Example of mental disability are depression, stress, anxiety, post-traumatic stress disorders, bipolar disorder.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 08:25:01.95+00,nus6yvak7
nq1yeb231,NKugonza kuba n'enyomyo kikumi ezembuzi zange,I need to be with one hundred pegs for my goats.,AGR,,,Rutooro,2026-02-24 09:50:17.86+00,6rp3pc92m
nw0dge43l,Obuso busemeza ekijumisa ky'itaka.,Manure improves soil fertility.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 16:21:36.023+00,mu7n2sm1v
nwczbkrjy,Nkugya kwombeka ekiju ky'embwa kyakatano.,I will construct the kennel of a dog on Friday.,AGR,,,Rutooro,2026-02-24 12:21:55.88+00,6rp3pc92m
nwf40vxsx,Omwana omwojo talya buro bwa ha mwiko,A boy is is prohibited to eat millet left on mingling stick.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:03:02.974+00,ruom6sfi4
nxi6tykje,Omulingo ogw'okuhereza ebintu emihendo kureetaho abaguzi,Agood pricing strategy attracts buyers,ECO,,,Rutooro,2026-02-24 12:27:12.424+00,lpys3ifza
nz7u0jvc9,"Ebikuretenza ekika kya mento ky'ebisobere amubiri nibyo etabuka omumaka, ebera embi eyokubonabona, oburwaire, ebitekerezo bingi muno, n'ebindi n'ebindi.","Causes of mental disability are domestic violence, traumatized condition, diseases, stress and others.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 06:48:14.956+00,nus6yvak7
o0jaddd80,Kunnogorora ebinyoobwa murimo murungi gw'okuhumuriraho.,Plucking ground nuts can be a good passive leisure  activity.,AGR,,,Rutooro,2026-02-24 09:46:00.809+00,6rp3pc92m
