id,word,dialect,definitionEnglish,definitionNative,pos,domain,subdomain,exampleSentence1,exampleSentence1English,exampleSentence2,exampleSentence2English,additionalSentences,relatedWords,nounClass,verbExtensions,tamMarkers,register,audience,sourceType,provenance,copyright,dateCreated,createdBy
4kypwwb90,OMUKAMA TAINAMIRA MUFU,Mixed,The king does not pay respect to the dead,Omukama tainamira Mufu,V,,,Omukama atuma abanyoro be kwirukirra abafeerwa.,"The King sends his condolence message through his chiefs. ",Omukama Motokaye tetwara Murwaire habwo kutiina kuferamu.,King's car does not take the sick because of the fear to die in it.,[],"Emiziro,",,[],[],general,general,original_composition,,Project_License,2026-02-21 08:51:38.509+00,ruom6sfi4
4lhgspxo0,Omwebembezi,Mixed,Leader,To guide,V,EDU,," Omusaija aba nyineka",The father is the leader of the family.,Omusaija ayebembera eka na mukaziwe.,The father leads with mother.,[],"omuhabuzi( guider), omulemi(controller).",,[],[],general,general,original_composition,,Project_License,2026-02-18 11:17:01.229+00,wmqgng8ap
4ly3uqe0h,Ebisaaru,Mixed,rivers,ebicweeka byobuhangwa ebiroho amaizi maingi.,N,ENV,,"Ebisaaru bituha amaizi agatunywa, hamu nebisoro.",Rivers provide drinking water for people as well as animals.,"Omubisaaru harugamu, amaani gokuvuga ebyooma byamasanyarazi.",Rivers help to generate hydro power.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 17:33:35.881+00,z7cmq5grs
4nc9zlzx1,Kumyumiza,Mixed,,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 06:42:02.551+00,1lzzop9e4
4nyw0d9r7,Yesu,Mixed,Jesus of Nazareth who was Crisfield during the time of Pontius Pilate in the year AD 33.,,N,SPR,,Yesu nuwe Mucunguzi wensi.,Jesus is the the Redeemer of the world.,Yesu Bakamubamba hamusala ira muno nagunu gujwa Abakristo baijuka IOkufa nokuhumbukakwe ha kiro kya Pasika.,"Jesus was crucified  and resurrected long ago, ever since Christian still celebrate Easter. ",[],"OBUSATU,Ruhanga.",1,[],[],general,general,original_composition,,Project_License,2026-02-22 18:01:36.858+00,ruom6sfi4
4nzbwq6qo,"WAMANAANU,",Mixed,,,ADJ,SPR,,,,,,[],"AMAZIMA,RUHANGA,",,[],[],general,general,original_composition,,Project_License,2026-02-23 13:21:03.131+00,ruom6sfi4
4o0roe0zu,Kurwara,Mixed,Sickness,,V,AGR,,Ente Gaju erwaire.,The cow called Gaju is sick,Ente zigira oburwairwe bwingi.,Cows fall sick with all sorts of sickness.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 13:54:23.675+00,wmqgng8ap
4qslsj2yy,Omuwunga,Mixed,fresh growth grass,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:35:06.571+00,1lzzop9e4
4qtrzywvm,KUTOOZA,Runyoro,,,V,SPR,,,,,,[],"Kuserra,",,[],[],general,general,original_composition,,Project_License,2026-02-24 06:43:25.633+00,ruom6sfi4
4r48i467v,Amalindiro g'ebisoro,Mixed,National game parks,Ekikaro ekisoroirwemu ihanga kulindiramu ebisoro,N,ENV,,Kasese haliyo irindiro ly'ebisoro.,There is a national game park in kasese district.,Amalindiro g'ebisoro galeeta sente mu ihanda.,National game parks boosts national economy.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 15:49:43.993+00,z7cmq5grs
4rds43crk,Kufukya,Rutooro,cooling,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 14:02:24.984+00,1lzzop9e4
4ri7gmvyd,Ruhanga,Mixed,"CREATOR ","Omuhangi ",N,SPR,,"Ensi enu ekahangwa Ruhanga. ",The Earth was created by God.,Ruhanga amanyire byona ebiyahangire.,God knows all what He created.,[],"Omuhangi,Nkya, Kazooba,Kagaba",2,[],[],general,general,original_composition,,Project_License,2026-02-22 11:10:55.076+00,ruom6sfi4
4s9a8zrfp,Omuguha,Mixed,Rope,Ebohera,N,NAR,NAR-HIS,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 09:28:55.785+00,7ldvwi8jh
4tb29tn6d,kutoka,Mixed,"shouting ",kuteera obwogo,V,NAR,NAR-FOL,Engo yatokera haiguru enjara egirumire.,The leopard shouted because it was hungry.,Omusaija yatoka habwokuba abihirwe.,The man shouted because he was annoyed.,[],"toka, yatoka, kyatoka, byatoka, natoka",,[],[],general,general,original_composition,,Project_License,2026-02-16 09:32:48.251+00,7ldvwi8jh
4ts527tqq,Obulimi,Mixed,Crop farming,,N,AGR,AGR-CRP,Obulimi guba mulimo gwe kitinisa.,Crop farming is a noble work.,Obulimi bwahati omu Bunyoro na Tooro mulimo.,"Crop farming in Bunyoro and Tooro is a job. ",[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 15:17:32.599+00,wmqgng8ap
4tt6tkak9,Mukuru w'isomero,Mixed,Headteacher,,N,EDU,,Mukuru w'isomero mwekambi.,The headteacher is hard working.,Mukuru w'isomero mwebembezi.,The headteacher is a leader.,[],"mentor, guider, model, councilor",,[],[],general,general,original_composition,,Project_License,2026-02-19 13:12:38.56+00,wmqgng8ap
4ty62pktj,Omurogo,Mixed,Sorcerer,Omusezi,N,NAR,NAR-FOL,Abasezi basera ebyokulya byoma omumisiri bitakezire.,The sorcerer makes food dry in the gardens before when its not ready.,Obwoyesengereza omurogo akumarra abaana.,praising a sorcerer can finished your children.,[],Abarogo,,[],[],general,general,original_composition,,Project_License,2026-02-24 04:17:57.384+00,7ldvwi8jh
4u06iy6cu,Omugurusi,Mixed,"The old man ",omusaijamukuru,V,NAR,NAR-CHI,"omusaija mukuru hanyuma yekyamusana, yaikarra nabaiijukuru hansi yomuti nabagambira ebirukukwata haburugo bwaabu.","The old man sited with grandchildren under the tree after lunch telling them about their family background.  ",Kuhereza ekitinisa abantu bakuru ekyokurorraho abagurusi nikikuhereza emigisa omubyoona orukukora omunsi.,"giving respect to elders gives you blessings through all what you do on earth. ",[],"omusaija mukuru,",,[],[],general,general,original_composition,,Project_License,2026-02-19 17:32:39.436+00,7ldvwi8jh
4u37izdus,Amabera kurwara,Rutooro,Mastitis,,N,,,Amabere gente nigaleta esagama.,The cow is suffering from mastitis.,Ente erwaire amabeere .,The cow's udder and teats are swollen.,[],omufumbi,,[],[],general,general,original_composition,,Project_License,2026-02-22 14:02:14.124+00,wmqgng8ap
4wmte0y4w,ATEENYI,Mixed,Itis a Pet name given to all,Ateenyi Mpaako ya Bantu boona,N,,,Ateenyi ekaba mpaako ya Isenyowe,Ateenyi was the Pet name of my late Father,Ateenyi  Tom Butime akozire omulimo murungi omu ndema ya NRM,Ateenyi Tom Butime has done greatly in the NRM leadership,[],Mpaako,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:10:07.519+00,ruom6sfi4
4y5gi7o9w,Omuleju,Rutooro,"bearded ",,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 16:23:54.384+00,7ldvwi8jh
4zdb22cj8,Omurro,Rutooro,Fire,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 08:49:39.673+00,7ldvwi8jh
51108itum,Abayanja,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
51qtahouk,Ensumba,Mixed,plant,,N,AGR,,Ensumba yekitooke nkoto.,The banana plant is healthy.,Ensumba yekitooke nungi yokubyara.,The banana stem is good for planting.,[],suckers,,[],[],general,general,original_composition,,Project_License,2026-02-20 08:14:13.053+00,wmqgng8ap
531opqy56,Eka,Mixed,A home,Eka enyakurumu abantu nebintu.,N,DLY,,"Enju,nyineka,omukazi,abaana,abanyabuzale,ebintu.","Husband,wife,family members,property.",Eka yowaitu eri tooro(kabarole) nuho nyikara.,"my home is in tooro,(kabarole)its where i stay.",[],"omuka,eka yakuli",,[],[],general,general,original_composition,,Project_License,2026-02-20 07:45:05.544+00,1lzzop9e4
534q4p8f9,Oburukwera,Mixed,,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:46:22.106+00,1lzzop9e4
54dhg7m9a,Ihangiro,Mixed,Room in Karuziika where  ritual items are kept.,Ensiika  omu karuziika nambere ebikwato ebimu birindirwa,N,,,Omukoona agenzire OMWIHANGIRO kutabarrayo Ekitebe Ky'omukama,The Guard of the king's seat has gone to collect the Royal seat  in the room [ IHANGIRO]where ritual items are kept.,Omujaguzi Empango azihireyo kara OMWIHANGIRO.,The chief drummer collected the royal drums early enough from the Ihangiro.,[],"Kisiika, Kiikaro kyebikwato,",,[],[],general,general,original_composition,,Project_License,2026-02-17 17:57:23.497+00,ruom6sfi4
55u6gvail,Kwecuma,Mixed,Being clean,"kuba noyera, kwikara olimuyonjo",V,DLY,,Ayecumira eka bulikiro ekaraneyera.,She keeps her home clean o create a healthy environment.,Azinduka nyenkyakara kwecumira ezigati.,He wakes up early to clean the compound.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 20:05:38.508+00,1lzzop9e4
56vcds48f,Abayonza,Mixed,Clan in Bunyoro and Tooro,Abanyonza Ruganda mu Tooro na Bunyoro,N,CUL,CUL-CLA,ABANYONZA  bazaraga Omukama Kabaleega.,The Mother  of Kabaleega belonged to ABANYONZA Clan,"  Abwoli Kanyange nyina Omukama Kabaleega akaba  ali MUNYONZAKATI",Abwooli  Kanyange mother of Kabaleega was MUNYONZAKATI,[],"Kabalega, Basambu, Baisaigi,Bagabu",,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
5769n5vhv,Kugamba,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 13:45:17.57+00,7ldvwi8jh
57a501kwz,Emyongo,Mixed,"Pumpkins ",Ebikeke,N,CUL,CUL-FOO,Emyongo osobora kugicumbamu mweru rundi emigereko.,Pumpkins can be prepared plain or with beans.,Emyongo ntugicumbamu omikubi.,"We make source out of pumpkins. ",[],emikiira,,[],[],general,general,original_composition,,Project_License,2026-02-21 10:20:06.805+00,7ldvwi8jh
57nl75jo3,Abahagara,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
57ur8mvxd,oburo kutungurra,Mixed,"  flower",,ADJ,AGR,,oburo butungurwire.,Millet has started flowering.,Ente zigonza kwona omuburo.,Cows like eating flowering millet.,[],kusohora,,[],[],general,general,original_composition,,Project_License,2026-02-19 20:17:36.276+00,wmqgng8ap
593ibwquz,Abajagara,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
59j47zwef,Entaama.,Mixed,Sheep,,N,AGR,AGR-LVS,Entama esisana embuzi.,The sheep is like a goat.,Entaama eba nchulezi.," A sheep is a humble animal.",[],Goat,,[],[],general,general,original_composition,,Project_License,2026-02-21 14:46:35.655+00,wmqgng8ap
5a8fie1zf,Omubaizi,Mixed,carpenter,,N,EDU,,Omubaizi akozesa eranda n'enyondo.,The carpenter uses a plane and a hammer.,Omubaizi akora emeza n'entebe.,The carpenter makes tables and chairs.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 14:07:01.449+00,wmqgng8ap
5acz1ml48,Empindura y'ebigambo,Mixed,Translation,,N,NAR,NAR-FOL,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-24 09:31:45.182+00,7ldvwi8jh
5aigelizq,kukwesiga,Mixed,to trust,kukwikiririzaamu,N,NAR,NAR-HIS,"nkakwesiga munywani, wange nakugambira ebyange byona.",i trusted you and told you all my things.,kwebesiga mukama tokulemererwa.,trusting God you cannot fail.,[],kukwikiriza,17,[],[],general,general,original_composition,,Project_License,2026-02-17 21:20:05.509+00,7ldvwi8jh
5ak6apvrj,Eswiga,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 14:07:45.074+00,7ldvwi8jh
5bxyqf9in,Tonto,Mixed,"local brew ",Amaarwa,N,CUL,CUL-FOO,"Abagurusi amaarwa gahiire kurungu muywe, omusisi nenkooba nabireeta taata agambire nomubwato gakyalumu.","Old men, local brew is well ready, my father said that you drink i have brought the big and small calabashes ",Tonto kyokunywa kikuru muno mumigenzo yaitu tikiburaho.,This local brew is an important drink in our cultural ceremonies cannot miss.,[],ensande eroho omugusa.,,[],[],general,general,original_composition,,Project_License,2026-02-17 21:26:18.449+00,7ldvwi8jh
5cdoh5lr9,Mpabire,Mixed,I have lost,Mbuzire,V,NAR,NAR-FOL,"Nkabura obunkaba ningenda omwirwarro kurora omunyabuzaale,ekizibu kyali ngu nkaba ntamanyire kusoma ekyapa kasumi ako.","I got lost when i went to the  hospital to see my relative, and the problem was not knowing how to read the signpost by that time.",Mbuzire tinyetegerize ebyorukugamba.,"I am lost,  I don't understand what you are talking about. ",[],"Kubura,bahabire",,[],[],general,general,original_composition,,Project_License,2026-02-19 18:35:12.669+00,7ldvwi8jh
5gywqkoz3,Orogonjo,Mixed,plantation,,N,AGR,,Ebitooke birimwa omu rugonjo.,Bananas are a plantation crop.,Orugonjo nirusemerra kutolererwa kurungi kuleta entahya.,A banana plantation should be looked after well to generate income.,[],omusiri,,[],[],general,general,original_composition,,Project_License,2026-02-20 08:05:32.28+00,wmqgng8ap
5i2xc0q0h,"KUBINGA,",Mixed,,,V,SPR,,,,,,[],"YESU, EMIZIMU,",,[],[],general,general,original_composition,,Project_License,2026-02-23 10:05:11.594+00,ruom6sfi4
5j0rbglna,Ekiraija,Rutooro,Future,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 09:24:04.834+00,7ldvwi8jh
5jyrvlyyp,Emigereko,Mixed,,,N,CUL,CUL-FOO,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 16:06:27.755+00,7ldvwi8jh
5m8ltpf5u,Omugezi,Mixed,Wise,,N,GOV,,Omugezi kumwebembera kigumire.,Leading the wise is troublesome.,Amagezi gakamuhingurana.,He/she is very wise.,[],clever,,[],[],general,general,original_composition,,Project_License,2026-02-22 10:01:48.14+00,wmqgng8ap
5mmjcxpkq,Omurambuzi,Mixed,inspector,,N,EDU,,Omurambuzi atusibiremu.,The inspector spent the whole day with us.,omurambuzi akatendekwakwo.,The inspector was well trained.,[],kalisoliso,,[],[],general,general,original_composition,,Project_License,2026-02-19 13:20:13.273+00,wmqgng8ap
5n918cheb,ENKOMO,Mixed,,,N,SPR,,,,,,[],"Kaburamurro,Kukwatwa,",,[],[],general,general,original_composition,,Project_License,2026-02-24 05:48:54.804+00,ruom6sfi4
5ncq122dl,Najunanizibwa,Mixed,responsibility,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:56:16.829+00,1lzzop9e4
5o0gy7499,NYINEEKA TATEZA BIBERO,Mixed,Man is prohibited to sit on the floor.,Omusaija tateza bibero,V,,,"Rwamasindi akansobera, ateeza ebibero nka Bakazi!","Am surprised, Rwamasindi sits on floor like women.","Omusaija tateza bibero habwokuba aikara atungamire, kulinda ekaye. ",Man does not sit on floor for he keeps alert to  defend  other People in the Home.,[],Emizizo,,[],[],general,general,original_composition,,Project_License,2026-02-21 16:01:20.495+00,ruom6sfi4
5qiaexxpc,kusoberra,Mixed,"to sneak ",kugenda nosobasoberra ekintu,N,NAR,,kurubata nosobasooba nukwo ogwere enkoko etakusiga,"moving quietly so that you make sure you cutch up a chicken  ",kusoobasooba nukwo otasimura omwana abyamire,"sneaking so that you don't let the baby wakes up. ",[],"soberra,nasoberra nesoberra",,[],[],general,general,original_composition,,Project_License,2026-02-16 18:12:47.071+00,7ldvwi8jh
5qz4p5j6t,NAUGUSA,Mixed,,,V,SPR,,,,,,[],"YESU, EBYOKULYA, EMIGATI, ENCU,",,[],[],general,general,original_composition,,Project_License,2026-02-23 10:09:10.876+00,ruom6sfi4
5rly59ylw,Kahoza,Rutooro,Assistant  to Head of Princesses,Kahoza aba Mukonyezi wa Batebe,N,,,Kahoza abihiriirwe  Batebe muno,The Assistant of the Head of Princesses was not happy with Batebe.,Kahoza aba muntu murungi,Kahoza is a good person,[],"Mukazi, Mubiitokati, Mukonyezi ",1,[],[],general,general,original_composition,0riginal formal,Project_License,2026-02-16 13:34:57.831+00,ruom6sfi4
5rmsjaomk,Ekizaniro,Mixed,playground,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:35:50.36+00,1lzzop9e4
5s3k4tksu,Engeso,Mixed,Discipline,,N,GOV,,Abanyoro bali Bantu bengeso nungi.,The chiefs were also well behaaved.,Kuba n'engeso kyali kikuru muno omubanyoro .,Being disciplined was important among chiefs .,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 07:34:21.733+00,wmqgng8ap
5t1gp0yuc,Kurolera,Rutooro,Care,,V,AGR,AGR-CRP,Kurolerra ebisoro nakwo bakwega.,Care for animals is taught and learnt.,Ebisoro byomumaka nibisemera kworolerwa kurungi.,Domestic animals should be cared for.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 16:00:50.405+00,wmqgng8ap
5tgoged29,Entendigwa,Mixed,Cow peas.,,N,AGR,AGR-CRP,Entendigwa zigira ekirisa kingi.,Cow peas have alot of proteins.,Entendigwa zirimwa muno Bunyoro.,Cow peas are mostly grown in Bunyoro.,[],"kulimwa ,ebihimba",,[],[],general,general,original_composition,,Project_License,2026-02-21 12:26:11.94+00,wmqgng8ap
5trgt1vg6,Kurubata oburo,Mixed,squeeze,,N,AGR,,Abaisiki nibarubata oburo.,Girls are squeezing millet balls.,Oburo barubasire babwanika bwoma.,Squeezed millet is spread to dry.,[],pound,,[],[],general,general,original_composition,,Project_License,2026-02-19 20:30:30.551+00,wmqgng8ap
5vahjanf9,kutekaana,Mixed,"settling ",kuhumura,V,NAR,,tekaana turole ekyokukora.,settle let us see what we can do.,kakuba otabanza okatekaana osobora kubisiisa.,"if you cannot first settle you may destroy it. ",[],"tekaana,mutekaane, batekaane",,[],"[""T-PAST""]",general,general,original_composition,,Project_License,2026-02-17 10:11:29.494+00,7ldvwi8jh
5vhfcf5zs,Tulime,Mixed,Let us dig,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 06:39:07.943+00,1lzzop9e4
5wgo2sv78,Abagorongwa,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
5wlqh0u0l,Emyekiiko,Mixed,terraces,misoliini,N,ENV,,Oburo bwe bukatwarwa enjura habwokuba omusiri tigurumu mwekiiko.,The rain washed away the soil because the garden had no terraces.,Emyekiiko erinda kurungi itaka enjura obweegwa.,Terraces protect soil erosion especially during the rainy season.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 10:08:23.237+00,z7cmq5grs
5wlzfdn9o,omwana,Mixed,a kid,omwana mubi ajumisa abazairebe,N,,,omwana muto nalengaho kulya ebitooke nabaana abandi,the little kid is trying to eat matooke with other children," omwana murungi ahuliriza abazairebe .",a good  kid listen to his/her parents,[],"omwana,abaana.omuto,muto, abato",1,[],[],general,general,original_composition,,Project_License,2026-02-17 01:16:53.303+00,7ldvwi8jh
5xs4al8ci,MUHIKIRIIRE,Mixed,,,ADJ,SPR,,,,,,[],"Ruhanga,",,[],[],general,general,original_composition,,Project_License,2026-02-23 08:07:12.148+00,ruom6sfi4
5z2ovgnzf,Embabazi,Mixed,Kindness,Kugira embabazi,N,DLY,,oine mbabazi,You are kind,Agira embabazi nyingi,He is very kind,[],,,[],[],general,general,original_composition,,Project_License,2026-02-16 15:38:36.654+00,xv6uqkb9l
60i01tq2k,Abanyamweezi,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
60rfel38r,Orubbaaho,Mixed,form,,N,EDU,,Embbaaho zikorwa kuruga omumbbaaho zemiti.,Forms in classrooms are mostly made from wood.,Abeegi orubbaaho barucwire amagauru.,Pupils have broken the form.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 12:04:22.262+00,wmqgng8ap
60wxbxnds,kugema,Mixed,vaccination,,V,AGR,,Endwaire zindi baigema.,Vaccination is used to prevent some infections.,Kugema nikukira kutamba.,Vaccination is better than cure.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 13:44:34.012+00,wmqgng8ap
62123low8,Kwezigisa,Mixed,,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:59:31.871+00,1lzzop9e4
62msc9qno,ABAKOME,Mixed,,,N,SPR,,,,,,[],"ABASOROORWA, Okusoroorwa,",,[],[],general,general,original_composition,,Project_License,2026-02-24 06:12:58.447+00,ruom6sfi4
646geml9k,Orunyege,Mixed,a leg rattle traditional dance performed on social occasions especially on marriage ceremonies.,amazina genzaarwa agazinwa habiro byokusemererwa kukira muno ha mikoro yokusweera.,V,ART,,Omusaija nasimba kurungi orunyege.,The dancer is varying the dance rhythm well.,orunyege rwogu narusesa kurungi.,The rhythm of his leg rattles is regular and encouraging dancers.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-20 16:48:23.003+00,z7cmq5grs
65idcjceq,Obuntamantama,Mixed,mumble,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:37:43.617+00,1lzzop9e4
687nwpo0i,ACAALI,Mixed,Acaali is PET name for only men,Acaali mpaako ya Basaija bonka,N,,,"Acaali ninkuramukya oraire ota? ",Greetings to you Acaali,Acaali Mugurusi wange  ninkuraga orame,Acaali senior citizen good by.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 15:21:35.562+00,ruom6sfi4
688gi6veg,Enyakibisi,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 14:30:36.722+00,7ldvwi8jh
68m580vq1,Kugwa,Mixed,"To fall ",Kuterebuka,V,NAR,NAR-PER,"Kiro kimu nkaba ningendo omurugendo rwahara, natangana omusaija aine ebireju bingi!!  ekiro eki nkatiina.","One day, I was going on a long journey and met a man who has a lot of beards!! I was scared ",Omusaija ati mwisiki obwire nkabunu nogenda nkaha? habwenkizi nyamwingi nkagwa.,"The man asked me, ''you girl, where are you going at this time? because of shock, I felt down.",[],"agwire, ogwire",,[],[],general,general,original_composition,,Project_License,2026-02-19 13:52:29.802+00,7ldvwi8jh
69cnxajsf,Omwisija gwente,Mixed,Brucellosis.,,N,AGR,,Omuswija gutorogya ente.,Brucellosis causes miscarriage in cows.,Omuswija gwente gurwara na abantu.,People also suffer from brucellosis.,[],Fever,,[],[],general,general,original_composition,,Project_License,2026-02-22 14:32:27.799+00,wmqgng8ap
69wrn1sdi,Omunywu w'omukago,Mixed,A friend/ally,munywani wawe nfe nanfe,V,DLY,,Omunyu w'omukago onu ansagika obumba nyine obuzibu.,He is my ally when i face problems.,Munyu w'omukago owungambira ensinta zange.,"She is my confidant, i tell her my secrets.",[],enganjani yange(my intimate friend),,[],[],general,general,original_composition,,Project_License,2026-02-22 07:24:06.836+00,1lzzop9e4
69xi5pmto,obugobya,Mixed,Hypocrisy,"Obukurungutaniza ",V,NAR,NAR-FOL," Abanywani bakaba baine emirimo bakorranaga eyekuleeta entahya, kyali kiro kimu batunga obutaikiranganiza omusente , kyabaletera omu kugobeza mutahiwe.","Friends were having activities were doing together for income, one day they got misunderstandings in money, that developed hypocrisy in them. ",Obutaikiranganiza buleeta amaka kuseseka muno muno hagati yomusaija nomukazi.,"hypocrisy brings families breakage, mostly in between a husband and a wife.   ",[],"kugobeza,kuhyangya,kukurungutaniza",,[],[],general,general,original_composition,,Project_License,2026-02-17 21:40:56.264+00,7ldvwi8jh
6agq2glr6,Omusuna,Rutooro,Head of Regalia,Omugahi anyakwebembera emigenzo nemirwa hakiro ky'empango,N,,,omusuna nuwe mukuru wekitongole ekyemirwa nemigenzo,Head of regalia plays a role of the director of Empango Ceremony,Kakuba Omusuna atabaho empango tebaho,when the head of regalia is not present the Empango ceremony will not take place,[],"Mukuru wemirwa, Bamuroga, Nyakatagara",,[],[],general,general,original_composition,,Project_License,2026-02-17 06:12:18.036+00,ruom6sfi4
6b4ssq31b,Emicunguwa,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 19:44:01.34+00,7ldvwi8jh
6bley8enn,Businguzi,Mixed,victory,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:50:35.856+00,1lzzop9e4
6dhnlge4t,Abakurungu,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
6euzx5pqi,Kulinda,Mixed,"Wait ",Kulinda ekintu hakikaro,N,DLY,,Alinzire abazaire,She is waiting for the parents,Olindire aho,Wait from there,[],,,[],[],general,general,original_composition,,Project_License,2026-02-16 12:17:42.931+00,xv6uqkb9l
6f457wt7r,kwamirra,Rutooro,,kukunga,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-17 20:51:24.003+00,7ldvwi8jh
6g4kbzayo,"AYOLEKA,",Mixed,,,ADJ,SPR,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 08:38:23.548+00,ruom6sfi4
6ged4hqnr,Kwerinda,Mixed,Protection,Obulinzi,V,,,Abazaire balinda abaana/ Bulinzi bwabo,Parents protect their children,Ntaireho enteka y`obulinzi,i have made protection arrangements,[],rwanirra(defend),,[],[],general,general,original_composition,,Project_License,2026-02-16 12:04:48.421+00,xv6uqkb9l
6glfah0rj,Kugonza,Mixed,Love,Engonzi,N,DLY,,"Baine engonzi ",They have love,Nyine okugonza,i have love,[],,,[],[],general,general,original_composition,,Project_License,2026-02-16 15:33:17.147+00,xv6uqkb9l
6i5g5s2hg,Kufuuha,Mixed,jealousy,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:47:21.785+00,1lzzop9e4
6k1lh7mi7,OBUMU,Mixed,Unity,"kukwatagana,Kwikiraniza",N,SPR,,,,,,[],"Okuterena, Okwegaita",,[],[],general,general,original_composition,,Project_License,2026-02-24 06:53:21.984+00,ruom6sfi4
6kbdrgcla,Kulima munju/mukiju,Mixed,green house farming,Obworukulima mukiju nesesiira amaizi habwokutiina amali n'omusaana n'ebigwererezi,V,ENV,,Obworukulima mukiju nopima kurungi obufuki n'obutagasi ebyorukwenda.,"In green house you can regulate the temperature accordingly. ","Omukiju nosobora kulima emikubi, ebyaakyo omwaka gwoona.",In the green house you can plant vegetables and flowers all the year round.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-25 08:00:03.276+00,z7cmq5grs
6kps9w1kb,Kuramukya,Mixed,Greetings(is a polite word expression used to asking about their wealth/general well being),kuramukya noba nokozesa orulimi orwembabazi kukaguza omuntu nokwoku ali mubwomezibwe.,V,DLY,,okuramukya kwebambabazi kuletera kumanya ngu omuntu womugaso kandi haroho embabazi nokufayo.,Akind greetings makes one consindered as a valuable person and cared for.,Buli bwadamukya omukazi ogu akaguza kumanya abeeka yange nkoku bali.,"whenever she greets me,she asks about my family members.",[],kutera tamama(salution),,[],[],general,general,original_composition,,Project_License,2026-02-20 08:22:26.13+00,1lzzop9e4
6kxv7nnub,Akalema,Mixed,Ruled,,V,GOV,,Akalemera omu kasumi kebizibu.,He ruled a difficult time.,Kulema Kintu kigumire.,To rule is not easy.,[],difficult,,[],[],general,general,original_composition,,Project_License,2026-02-22 08:05:40.477+00,wmqgng8ap
