id,word,dialect,definitionEnglish,definitionNative,pos,domain,subdomain,exampleSentence1,exampleSentence1English,exampleSentence2,exampleSentence2English,additionalSentences,relatedWords,nounClass,verbExtensions,tamMarkers,register,audience,sourceType,provenance,copyright,dateCreated,createdBy
w5fcl4u8m,Ebinyonyi,Mixed,Birds,Ebinyonyo bihangwa by'amapapakandi bihararuka mumwaanya.,N,ENV,,Ekihuguhugu kiharruuka kanutikiri kinyonyi.,The bat flies but it's not a bird.,Ebinyonyi obundi bisasaniza embibo mu bikaro bitalibimu.,Birds play a role in seed dispersal.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 15:08:42.047+00,z7cmq5grs
w65g4bksp,Kusimba,Mixed,"Planting(act of putting seeds, seedlings in soil)",ekikorwa kyokubyara embibo.,V,DLY,,Tubaire nitusiga embibo.,We have been planting seeds.,Asimbire emiti nyingi.,He has planted many trees.,[],"kubyara, kusimba(putting young plants into the soil so that they can grow)",,[],[],general,general,original_composition,,Project_License,2026-02-21 19:45:39.139+00,1lzzop9e4
w8d1hsar2,emyetwalize,Mixed,Behaviour,,N,GOV,,emyetwalize ya Abanyoro yali nungi Omubukama.,The behaviour of chiefs was good in the kingdom.,Abantu nibasemerra kwetwazaaga kurungi.,People ought to behave well.,[],conduct,,[],[],general,general,original_composition,,Project_License,2026-02-22 07:51:56.522+00,wmqgng8ap
w8mupwcm1,Omulinzi,Mixed,watchman,,N,EDU,,Omulizi atendekerwe kurungi.,The watchman is well trained.,Omulinzi amanyire omulimo gwe.,The watchman knows his work.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 13:52:07.202+00,wmqgng8ap
wag5mnlpr,Kuhumura,Mixed,"Resting ",Kujwahurruka,V,NAR,NAR-FOL,"Hanyuma yorugendo, ahumwireho habwesaaha ibiri.","After a long journey, he was resting for two hours.",Omuzaani ahumwizeho amaisoge hanyuma yokumara ekiro kyoona nakwata sinema.,The actor was resting his eyes after a long day of filming.,[],"Ruhuka, humura",,[],[],ceremonial,general,original_composition,,Project_License,2026-02-19 18:36:41.108+00,7ldvwi8jh
we49qwcun,Kwebuga,Mixed,To boast,Kuninira,N,NAR,NAR-FOL,Kwebuga kuletera abantu omuhimbo bahurra bali muka.,"Boasting gives people joy ,and they feel at home. ",Engabu neyebugwa abasaija bonka.,Riddle is typically a traditional  done for men only.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-17 20:36:44.888+00,7ldvwi8jh
we6n850my,KWEKAMBA,Mixed,To Put in much effort,Kutamu amaani,V,SPR,,,,,,[]," Amaani, ",,[],[],general,general,original_composition,,Project_License,2026-02-23 17:40:00.332+00,ruom6sfi4
we9w55pzj,MUTI,Mixed,,,N,SPR,,,,,,[],"RUHANGA,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:46:47.584+00,ruom6sfi4
wey5jgalu,Oburwaire,Mixed,Coffee berry disease,,N,AGR,,Haroho oburwaire obukwata enjuma zomwani.,Some diseases affect coffee berries.,Oburwaire obubukwata omwani gwoma.,Coffee berry disease affect coffee plant.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 14:14:00.966+00,wmqgng8ap
wf7erwaq0,Kutagata,Mixed,warm,Okutagata,N,DLY,,Nibatagasa Ebyo`kulya,they warm the food,Enju netagata,The house is warm,[],,,[],[],general,general,original_composition,,Project_License,2026-02-16 15:31:29.918+00,xv6uqkb9l
wfdkbv1va,Kulima,Mixed,gardening,,V,EDU,,Kulima kwomugaso omubantu.,Gardening is useful to people.,Kulima kurungikusemerire kwegesibwa.,Good practices of gardening should be taught.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 14:32:15.767+00,wmqgng8ap
wgcq7uex8,"AMATAAGI,",Mixed,,,N,,,,,,,[],"OMUNTU,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:52:06.918+00,ruom6sfi4
whlqjeg36,Embaaho,Mixed,desks,,N,EDU,,Abeegi omu kitebi bahandikara hamabaaho.,Pupils in class write while seated on desks.,Embaaho zikorwa kukira kuruga omu muti yembaaho.,Desks are made from timber mostly.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 11:41:57.115+00,wmqgng8ap
whw4h7ujd,Kulinguliriza,Mixed,peeping,kubegereza,V,NAR,NAR-HIS,Omuntu obwaaba nagonza kuseruliriza ekintu alengaho kulinguliriza nukwo atuunge amazima nukwo ateeke munkora ekyarukwetaaga.,"When a person wants to search for something, always try to peeping so that he can get the truth then puts in action what he want.",Omusaija obwaba nagonza kutunga omukazi ataire mubulyo ise akora kuseruliriza/kulinguliriza/kukaguliriza kuhikya amutungire.,"A man when he wanted to get a responsible woman to marry, the father start doing research/ peeping and asking here and there until he gets the right person.",[],"Seruliza,lingunza, kaguza",,[],[],general,general,original_composition,,Project_License,2026-02-17 21:42:02.313+00,7ldvwi8jh
wi88f7gko,MUKUMAKUMI,Mixed,,,ADJ,,,,,,,[],"RUHANGA,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:26:50.275+00,ruom6sfi4
wknrscm20,Kudubura,Mixed,"make holes ",,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:24:37.455+00,1lzzop9e4
wkoll3zuo,KUSINGORRA EKIRO,Mixed,Sweeping at night is a Taboo,Okusingorra ekiro kizira,V,,,Okusingorra ekiro kukatangwa habwokuba nukubuza itungo.,Sweeping at night is prohibited because it takes away riches.,Okisingorra ekiro omunju nikimukya ecuucu nerwaaza abantu.,"Sweeping a house at Night  raises dust which will contaminate the air in the house which will cause diseases to the People. ",[],"ENJU, EZIGATI, EMIZIZO,",,[],[],general,general,original_composition,,Project_License,2026-02-22 03:06:57.854+00,ruom6sfi4
wm4h2ygct,Abasonde,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
wnohrfyof,Ebinyobwa,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 13:36:30.855+00,7ldvwi8jh
wo7u4zdw8,Kwombera,Mixed,weeding,,V,AGR,,Tugende twombera ebitooke.,Let us go to weed the banana plantation.,Kanu kasumi kokwombera.,This is a weeding period.,[],weeding season,,[],[],general,general,original_composition,,Project_License,2026-02-19 18:36:14.514+00,wmqgng8ap
wsrdy0ucq,Ekitonyezi,Mixed,mark/spot,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:31:21.358+00,1lzzop9e4
wtn4r009g,Omuhandiiki,Mixed,secretary,,N,EDU,,Omuhandiiki atendekerwe kand mukozi.,The secretary is trained and hardworking.,Nitugonza omuhandiiki omwekambi kand w'engeso.,We need a hard working and disciplined secretary.,[],"dedicated, devoted, ",,[],[],general,general,original_composition,,Project_License,2026-02-19 13:33:37.781+00,wmqgng8ap
wueeambvp,Omutendeki,Mixed,Teacher,,N,EDU,,Omutendeki omurungi agonzibwa.,A good teacher is liked/loved.,Omutendeki omurungi akora ekyamanyire.,A good teacher does the correct thing.,[],"director, guider",,[],[],general,general,original_composition,,Project_License,2026-02-19 09:22:12.78+00,wmqgng8ap
wusrt2m1b,mbabi,Mixed,banana leave,,N,AGR,,Embabi ifundikira ebyokulya.,Banana leaves cover food when cooking.,Embabi zigira emigaso endi nyingi.,Banana leaves have other uses.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-20 08:31:31.942+00,wmqgng8ap
wuxlj1a88,Dodo,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 13:58:45.137+00,7ldvwi8jh
wvymu5cje,Abasatu,Mixed,Three people,Kubara,N,NAR,NAR-FOL,"Abanywani basatu Alice,Jane and Rose bakataaha mukanisa buli omu yabahindukira habwokuba barungi.","Three friends Alice, Jane and Rose entered into a church and every one turned to them because of their beauty.  ","Jane yakaguza kiki ekitubaireho baisiki? amaiso goona gali halitwe,",Jane asked what happened to us girls? all eyes are on us.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 09:10:32.084+00,7ldvwi8jh
wyyh74wx8,Omuhikirwa,Mixed,"Priminister ",Mukuru wa gavumenti y'omukama,N,,,Tooro twina Omuhikirwa mwekambi,Tooro we have have a hard working Priminister,Omuhikirwa wa Bunyoro akozire emyaka nyingi,The Priminister of Bunyoro has taken long in office,[],"Katikiro, Mukuru wa Magaatwa",1,[],[],general,general,original_composition,,Project_License,2026-02-17 03:25:44.809+00,ruom6sfi4
wzme5kiw9,Obwarangasa,Mixed,space,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:39:24.998+00,1lzzop9e4
x0hdevjc6,kutonya,Mixed,drooling,kwiturruka,V,NAR,NAR-FOL,engo yatonya ebirusu erozire enyama,the leopard was drooling over the meat,embwa yatonya ebirusu erolerriire ebyokulya,the dog was drooling over seeing the food,[],"kutonyatonya, byatonya",,[],[],general,general,original_composition,,Project_License,2026-02-16 08:45:24.208+00,7ldvwi8jh
x0w41udqr,Ebiroto,Rutooro,Dreams,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 07:16:28.778+00,7ldvwi8jh
x290yvfkd,Amadinda,Mixed,xylophone,Amadinda biti bitekaniziibwe okubabiteera birugwaamu amaraka gekizina,N,ART,,Amadinda nigagamba kurungi,"That Xylophone is well turned ",Amadinda gagamba kurungi obwogateeza emikono ebiri,The turn on the xylophone sounds sweet when you play it with two hands,[],Kadinda (amadinda againe ebitu nka zo) Aset of Xylophone with over 15 bars,,[],[],general,general,original_composition,,Project_License,2026-02-21 10:13:06.887+00,z7cmq5grs
x2cuta6pa,"MULINZI,",Mixed,,,ADJ,SPR,,,,,,[],"RUHANGA,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:30:05.544+00,ruom6sfi4
x2hsfecnr,Agutamba,Mixed,king a source of satisfaction,omukama amara obujune bwa bantu,ADJ,CUL,CUL-ROY,Omukama akampa Ente,The King gave me a cow,,,[],", Kumara obujune, kwigusa  omujara, Kutamba obunaku",,[],[],ceremonial,adults,original_composition,"ceremonial                    Adults    original ",Project_License,2026-02-16 16:35:54.653+00,ruom6sfi4
x3s3nkc43,Obutiini,Mixed,Fearing,enkizi,V,NAR,,Natiina kugambira ise ngu atwaire enda.,"she's fearing to tell the dad that she is pregnant. ",Omusaija andi haihi baitu natiina kungambira ngu nangonza.,The man is near me but fearing to say i love you.,[],"tiina ,kwekanga",,[],"[""A-PROG""]",general,general,original_composition,,Project_License,2026-02-17 21:03:18.514+00,7ldvwi8jh
x4cuxruhi,Kutuma,Mixed,To send,kutweka,N,NAR,NAR-FOL,naija kusindika omuntu kubitabarra.,he will send someone to pick it.,Nosobora kunsindikiraho ekitabu kyaawe.,can you send me your book.,[],"tweka,tuma",17,[],[],general,general,original_composition,,Project_License,2026-02-17 21:08:53.774+00,7ldvwi8jh
x5oth3jv2,Sayansi,Mixed,Science,,N,AGR,AGR-LVS,Amagezi ga ebya sayansi nigasemerra kukozesibwa.,Scientific knowledge should always be used.,Ebya sayansi bikale nibikozesibwa omu kulima nokuliisa.,Farming should be used in modern farming.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 19:09:43.441+00,wmqgng8ap
x7np1a99t,AMARAKA,Mixed,,,N,SPR,,,,,,[],"Iraka, Kubaza, Kuzina, kutera, empaka, kungana,",,[],[],general,general,original_composition,,Project_License,2026-02-24 05:05:00.782+00,ruom6sfi4
x8vyclw9f,Ekicumbiro,Mixed,Kitchen,Kisika ho kucumbira ebyokulya,N,DLY,,Nyinabo nacumbira mu kicumbiro,The mother is cooking from the kitchen,Omukazi nacumba amaizi mu kicumbiro,The woman is boiling water in the kitchen,[],Icumbiro ly`ebwokulya(cooking place),,[],[],general,general,original_composition,,Project_License,2026-02-16 14:30:55.854+00,xv6uqkb9l
x9xppm4it,Kulima mubisaaru,Mixed,"river degradation ",kusiisa ebisaaru habwokulimamu.,V,ENV,,Ebisaaru biingi bisisikaire habw'okulimamu.,Many rivers have been degraded due to farming.,Emihanda y'amaizi igaliire habwebisasiro.,Water channels have been blocked by waste and sewage.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 05:51:24.013+00,z7cmq5grs
xb4xqb3ut,Endimo,Mixed,Lemon,Sour fruit,N,CUL,CUL-FOO,Endimo esarramu nikyo mu nsande batekamu kake kuboyesa.,Lemon is sour  that is why they mix little in juice for flavour.,Nosobora kutabura nomucayi nonywa.,you can even mix it in tea.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 19:44:58.101+00,7ldvwi8jh
xbz94xnge,Omugo,Rutooro,"King's wife, Queen",Omukazi womukama,N,,,"Omugo azaire ",The king's wife has given birth,"omugo  nanyeta
",the king's wife is calling me,[],"Mukazi,  muswerwa, ",1,[],[],general,general,original_composition,,Project_License,2026-02-16 08:17:19.841+00,ruom6sfi4
xce9kwb7c,Abasambu,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
xe1oiisdt,kuburabura,Mixed,to get lost,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:45:48.95+00,1lzzop9e4
xecl8aolo,Obujuna nibazibwa,Mixed,Responsibility,,N,GOV,,Omulemi wena nasemerra kuba wobujananizibwa .,Any ruler should be responsible.,Amin omu Uganda ataleme nobujunanizibwa omubiro byokumalirra.,"In his last days, Amin did not rule Uganda responsibly.",[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 08:15:53.554+00,wmqgng8ap
xfo7jdf8c,Akakohi,Mixed,A small piece of cloth that is wrapped in the waist especially in traditional dress.,Kwezinga akakohi munda.,N,DLY,,Leka njware akakohi akarukwera.,Let me wrap myself a white sarongo.,Abakazi bazokere kurungi habwokuba babandizeyo obukohi.,"The women looked smart, they had to wear a lion cloth.",[],waist wrapper,,[],[],general,general,original_composition,,Project_License,2026-02-22 09:58:48.167+00,1lzzop9e4
xg1rxq7rv,Obulimiro,Mixed,soil that clings to legs while digging,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:34:06.627+00,1lzzop9e4
xgboxwa9j,Engoma,Mixed,drums,,N,EDU,,Engoma iterwa kumanyisa abantu.,Drums are sounded to inform people.,Abanyoro na Abatooro bahina engoma zemiringo nyingi.,The banyoro and Batooro have many types of drums.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 14:56:31.057+00,wmqgng8ap
xhzrwx293,Ababiito,Mixed,Royal Clan,Oruganda rwa Babiito,N,,,Oruganda rwa Babiito nurwo rulema Bunyoro na Tooro,The Babiito Clan is the Ruling Clan in Bunyoro and Tooro,"Ababiito Ruganda rukooto ",Babiito Clan is big,[],"Abasiita, Abaitira, Abagumba, Abaisanza",2,[],[],general,general,original_composition,,Project_License,2026-02-17 02:02:16.638+00,ruom6sfi4
xj4vob27m,Kaho,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 14:21:47.99+00,7ldvwi8jh
xlbr3r47b,Kwandara,Mixed,"Loitering around,walking aimlessly.",Kugendagenda hataroho kigedererwa.,V,DLY,,Tarukugoza abantu kwadara ha duukaye.,She does not like people to loitering around her shop.,Abaserukali bakaguza omusaija habwaki nayandarra haibwe kero /hakiteko.,"The police officers questioned the man why,was he loitering near the bank.",[],"Kwalingwa ,kutagatagiza,(dividing,idling)",,[],[],general,general,original_composition,,Project_License,2026-02-21 11:05:01.745+00,1lzzop9e4
xmdqrx3ky,KWEKAMBA,Mixed,To Put in much effort,Kutamu amaani,V,SPR,,,,,,[]," Amaani, ",,[],[],general,general,original_composition,,Project_License,2026-02-23 17:40:01.721+00,ruom6sfi4
xo2mgakef,Ensoha,Mixed,Water pot/keeping water,Esoha eyeridirwamu amaizi.,V,DLY,,Esoha gitemu amaizi gokuwnya.,pour water in the pot.,Taaha amaizi gokunywa mu nsoha.,fetch water from the pot.,[],Entugiro lyebyokunwyeraho( the big container for drinks.,,[],[],general,general,original_composition,,Project_License,2026-02-21 12:17:12.074+00,1lzzop9e4
xowoibz11,Oruganda,Mixed,"Clan ",Obuzaale bw'omuntu,N,,,ORUGANDA rwange Rwabaisanza,My Clan is of Baisanza,ORUGANDA rwa Mukazi wange rwabanyonza,The Clan for my wife is of Abanyonza,[],"Ababbopi, Abaitira, Abango,",,[],[],general,general,original_composition,,Project_License,2026-02-18 09:19:13.184+00,ruom6sfi4
xpj65swef,OKUTUNTURA,Mixed,,,V,SPR,,,,,,[],"OKUSOBERWA,KWERALIKIRRA,",,[],[],general,general,original_composition,,Project_License,2026-02-24 06:22:25.841+00,ruom6sfi4
xq6klft0x,kubaza,Mixed,talking(speaking away of communication to people),kubaza nugwo omulingo gwokugambiramu abantu.,V,DLY,,leka tubaze hamu.,let us talk togethe.,ija tukibazeho.,come and we talk about it.,[],"kugamba(telling),mugambire.",,[],[],general,general,original_composition,,Project_License,2026-02-20 09:56:28.592+00,1lzzop9e4
xqlf9sx6x,Omuntu,Mixed,Human being,Omuntu kyazairwe Omukazi n'Omusaija,N,,,Ruhanga akahanga OMUNTU kyonka OMUNTU yahanga Ensimbi,God created man but Man created Money,OMUNTU Amagezige nigatalibaniza ebyobuhangwa,The wisdom of man is disturbing   nature.,[],"Omukazi,Omusaija",,[],[],general,general,original_composition,,Project_License,2026-02-18 06:55:07.47+00,ruom6sfi4
xqpm3mx0h,Kugaarraho ebisaaru,Mixed,river reclamation,kugaarra buhya ebisaaru ebisisikaire.,V,ENV,,Omuhanda gwekisaaru gukaba gufiire baguterekereza.," Channelization was carried out to make out river flow faster.",Ekisaaru kyaitu nikigera kitakuhaba habwokuba bakakyombekara murubaju namabaale.,Our river has better drainage because i was lined with concrete.,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 06:13:25.981+00,z7cmq5grs
xrz6kkq3i,Okugonza,Mixed,To love,Kugira engonzi,N,DLY,,Nibagonzangana,They love each other,Mugonzengane mumananu,love faithfully,[],,,[],[],general,general,original_composition,,Project_License,2026-02-16 15:35:44.33+00,xv6uqkb9l
xuetob5aq,Ekitumbisa,Mixed,baking powder,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 13:32:50.068+00,1lzzop9e4
xurqdpyne,Ekitara/ekisenso,Mixed,Tied costume on ones waist to exaggerate flexibility.,Ekijwaaro kyenkindu/akahu kengeye ekibajwaara kwongera amaani arukucekeca.,N,ART,,Omwisiki ogu ekitara akigumize muno.,That girls costume is exaggerating the dance well.,Ekitara ekyenkindo  eki nikiha amaani omuzini.,The palm leaf costume is encouraging the dancer.,[],"omucence, dancing skirt(kilt)",,[],[],general,general,original_composition,,Project_License,2026-02-21 07:31:49.584+00,z7cmq5grs
xvaw27inh,Abasonga,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
xx8n4ae9b,Oburomborombo,Mixed,customs internal dispute,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:42:26.077+00,1lzzop9e4
y1bat39tt,Katondogorozi,Mixed,Dictionary,,N,EDU,,Okiserre omu katondogorozi.,Look it up from the dictionary.,Katondogorozi nesangwamu haihi buli kintu.,Nearly everything can be found in the dictionary.,[],"kali magezi (reference, encyclopedia)",,[],[],general,general,original_composition,,Project_License,2026-02-18 14:06:13.46+00,wmqgng8ap
y1ugry8vd,Entegeka,Mixed,Planning,,V,AGR,AGR-LVS,Kulima kwobiro binu nikusemerra entegeka nungi .,Farming of today needs careful planning.,Omulimi nasemerra kukozesa entegeka za sayansi.,A farmer needs to use modern methods of farming .,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 18:27:54.564+00,wmqgng8ap
y32pkg8i9,Kurahiza,Mixed,scattering,Kunaganaga,N,DLY,,Muleke kurarangya ebintu.,Stop scattering things everywhere.,Abantu bararangire obubahulire iraka ly'enkuba.,People were scattered red when they had the echoes of the thunder.,[],kurarangya(spreading out things),,[],[],general,general,original_composition,,Project_License,2026-02-22 08:25:05.782+00,1lzzop9e4
y3gi2nmws,Batemere,Mixed,they have cleared,,V,AGR,,Batemere. hakoto.,They have cleared a large piece of land.,Batemire hansi.,They have cleared to the ground.,[],"omukutuuro(on the ground), deep down",,[],[],general,general,original_composition,,Project_License,2026-02-19 17:13:29.583+00,wmqgng8ap
y5pc3v5kk,Omujurugo,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 13:38:05.445+00,7ldvwi8jh
y6c2z3064,OKUJUMURA,Mixed,"Heir to be enthroned ",Omugwetwa kuseswaho amagita nokwikalizibwa HAKITEBE KYOBUKAMA.,V,,,"Kujumura Engoma guba Mugenzo gw'omuhimbo Omubukama. ",Enthronement is celebrated Joyfully in the Kingdom .,"Kujumura kutandika ekiro, kuhwerekerra ha mamba nesara ekiro ekindi .","Enthronement rituals are done during the night and end at dawn in the next day. ",[],"Kutwara obujunanizibwa, Kwikalizibwa Hantebe Yaise.",,[],[],general,general,original_composition,,Project_License,2026-02-21 03:03:59.687+00,ruom6sfi4
ya7pjxdjh,Ekiremberro,Mixed,A Lullaby,Ekizina kyokucuncubiza omwana,V,ART,,Omwana muzinire ekiremberro agwijagire.,Sing a lullaby for the baby to soothe her to sleep.,Otalitemba enkuruuru.,My child Karoobe don't climb enkukuuru.,[],Ebiremberro(Biingi) Lullabies (plural),,[],[],general,general,original_composition,,Project_License,2026-02-22 15:20:58.585+00,z7cmq5grs
yabx6jfg8,kusobasoba,Mixed,slowly movement.,kubundamirra,V,NAR,NAR-PER,Omukaikuru yabundabunda nakaigoke yahika mwomutabani kumugambira nkoku atungire ekiroto kibi.,The old woman moved slowly with her stick and reached to his son to tell him about the bad dream she got.,"Omutani yamulengera hara naija, yagambira mukaziwe nindora mau narubata  nabundabunda naija saaha nyekyakara kiki ekyagwayo?","The son focus her coming from far and told the wife, i see my mother walking slowly coming at this early morning what happened?",[],kubundabunda,,[],"[""A-PROG""]",general,general,original_composition,,Project_License,2026-02-17 20:52:37.664+00,7ldvwi8jh
ybidkupfb,Ebiteme,Mixed,clearings,,N,AGR,,Abasaija baina ebiteme.,Men have clearings.,Obumuraba mwine ebiteme mungambire.,You will tell wen you have clearings.,[],fields.,,[],[],general,general,original_composition,,Project_License,2026-02-19 17:01:00.773+00,wmqgng8ap
ybjwbl6y4,Omwegesa,Mixed,Teacher,,N,EDU,,Omwegesa omurungi agonza abegibe.,A good teacher loves his/her children/ pupils/ students.,,,[],mentor,,[],[],general,general,original_composition,,Project_License,2026-02-19 09:18:22.453+00,wmqgng8ap
ybnbkuoyx,Abasengya,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
ybu41wgtc,Nzaire,Mixed,King's Tribute,Kikubyo ky'omukama,ADJ,,,Nzaire ninsaba obunyoro,Nzaire am requesting for a job of the Chief,"Nzaire nkuletiire omujara waawe ngunu, omukamire"," Nzaire ,i have brought to you the hungry, feed him ",[],"ente  enyakuzaire, Amata, Okunywa, okwiguta",,[],[],ceremonial,adults,cleaned_historical,A,Project_License,2026-02-16 18:31:18.696+00,ruom6sfi4
yca6oyrpb,Okumalirra,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-19 13:49:26.333+00,7ldvwi8jh
ycei1t5u2,"AKAFEERA, ABATNTU,",Mixed,,,V,SPR,,,,,,[],"YESU, ABANTU,",,[],[],general,general,original_composition,,Project_License,2026-02-23 11:05:12.843+00,ruom6sfi4
yg4zf97a1,EMBABZI,Mixed,"Grace ",Emababazi,N,SPR,,Otugirre EMBABAZI ai Ruhanga.,"Oh God, be gracious to us.",Embabazi za Mukama waitu Yesu Kristo ziba nyingi.,The Grace of  our Lord Jesus Christ is Sufficient.,[],"Okuganyira,Ruhanga,",,[],[],general,general,original_composition,,Project_License,2026-02-24 04:18:42.809+00,ruom6sfi4
ygw0c81xb,Kubungisa,Mixed,to host someone,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:36:11.607+00,1lzzop9e4
yjjij0pnj,Abagabu,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
yjynlj7jn,Abanyama,Rutooro,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-18 14:00:32.505+00,ruom6sfi4
yksq52yi3,MULINZI,Mixed,,,ADJ,,,,,,,[],"RUHANGA,",,[],[],general,general,original_composition,,Project_License,2026-02-23 09:28:18.928+00,ruom6sfi4
yl3mlrp60,Ebikoikyo,Rutooro,Riddles,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 08:51:44.845+00,7ldvwi8jh
yl6wb8949,Obunabi,Mixed,Povery,Obutesobora,N,NAR,NAR-PER,,"The poverty is very bad in the community, we better try to fight about it.",,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 07:57:00.226+00,7ldvwi8jh
ylewo90jq,Kuteraniza,Mixed,Adding,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 06:43:00.078+00,1lzzop9e4
ylgkltg5q,KUGABURA,Mixed,"To wed ",Kutahya omukazi omuka yaawe.,V,,," Okugabura kuleeta omuhimbo omuruganda.",To wed  attracts a lot of Joy.,"KUGABURA muhimbo gwa Kiswera,okujaguza nukwo kwa bagenyi.","To wed is the Joy of the Groom, celebration is for the guests.",[],"Kuswera, Obugenyi, Kutahya,",,[],[],general,adults,original_composition,,Project_License,2026-02-20 06:59:35.099+00,ruom6sfi4
ynirzmr0u,emyetwalize,Mixed,Behaviour,,N,GOV,,emyetwalize ya Abanyoro yali nungi Omubukama.,The behaviour of chiefs was good in the kingdom.,Abantu nibasemerra kwetwazaaga kurungi.,People ought to behave well.,[],conduct,,[],[],general,general,original_composition,,Project_License,2026-02-22 07:51:58.339+00,wmqgng8ap
yow1j5elc,Ekyaro,Mixed,A village,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-22 06:49:21.986+00,1lzzop9e4
yp78a86ja,enyegesa,Mixed,teaching,kwegesa,V,EDU,,enyegesa ya tooro na bunyoro  nungi,The teachings in tooro and bunyoro is good,enyegesa ya tooro na bunyoro teri nungi nakake,The teaching in tooro and bunyoro is not good at all,[],"ebyenyegesa (education),ebyokosomesa (teaching), ebirikwata hakusoma ( concerning education), ebegesibwe( the educated))",,[],[],general,general,original_composition,,Project_License,2026-02-18 09:24:17.049+00,vf8io61pl
yps4w4u4e,Endwaire,Mixed,,,N,,,Ebisoro byomumaka bigira endwaire nyingi,Domestic animals have many diseases.,Abafumu bebisoro nubo babijanjaba .,Domestic animals are treated by animal doctors.,[],enfu,,[],[],general,general,original_composition,,Project_License,2026-02-21 16:23:51.956+00,wmqgng8ap
ypvkr056i,Enyama yembuzi,Mixed,,,N,,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-21 14:27:14.729+00,7ldvwi8jh
yr8el1lv6,Obunuzi,Mixed,taste,,N,DLY,,,,,,[],,,[],[],general,general,original_composition,,Project_License,2026-02-23 11:38:46.824+00,1lzzop9e4
